position	p	q
55735	0.27631494560000003	0.7236850544
58691	0.446561752	0.553438248
61282	0.45203086400000003	0.547969136
63824	0.4849344096	0.5150655904
66380	0.514209396332	0.485790603668
68882	0.45401078905599995	0.5459892109440001
71456	0.3951021584000001	0.6048978415999999
78434	0.4345571999999999	0.5654428
83426	0.41946538848	0.5805346115200001
85949	0.4226025892	0.5773974108
91109	0.41984747600000005	0.580152524
97840	0.34958368128000006	0.6504163187199999
100581	0.3567922002	0.6432077998
103121	0.2966237536	0.7033762464
106151	0.20344823151999997	0.7965517684800001
108777	0.24318025599999993	0.7568197440000001
116934	0.2385127865720001	0.761487213428
119492	0.25275245348	0.74724754652
121998	0.265765689888	0.734234310112
124754	0.26662752491999997	0.73337247508
127640	0.2559890452	0.7440109548
130266	0.2797766923999999	0.7202233076000001
133060	0.36615264059999997	0.6338473594
135619	0.21380158492000004	0.78619841508
138277	0.35188594356	0.64811405644
140896	0.35345614944000003	0.64654385056
143414	0.35351750000000004	0.6464825
148555	0.39304671912000005	0.60695328088
152289	0.34459006959999994	0.6554099304000001
154808	0.31948254320000014	0.6805174567999999
157337	0.3215363364	0.6784636636
159867	0.2873028239999999	0.712697176
162407	0.28436410896000003	0.71563589104
164962	0.3351489112	0.6648510888
167797	0.37841640400000004	0.621583596
170570	0.31541834799999996	0.6845816520000001
176555	0.37125842319999997	0.6287415768
179296	0.39984893839999996	0.6001510616000001
181860	0.47712062280000006	0.5228793772
184979	0.3160671904000001	0.6839328095999999
187503	0.384054554	0.615945446
190055	0.45580477280000004	0.5441952271999999
192565	0.23005042392000002	0.7699495760799999
195163	0.33889682399999993	0.6611031760000001
197680	0.33199052400000006	0.6680094759999999
200216	0.30349221359999995	0.6965077864
202719	0.269251112	0.7307488879999999
205262	0.2792787782800001	0.7207212217199999
207804	0.283102964	0.716897036
210391	0.3134276550480001	0.6865723449519999
212941	0.3617593745199999	0.6382406254800002
215480	0.3378695276	0.6621304724
218628	0.3790853770399999	0.6209146229600001
221130	0.36084544399999996	0.639154556
224435	0.45387347920000015	0.5461265207999999
226999	0.45735566	0.5426443400000001
229678	0.4322954119999999	0.5677045880000001
232247	0.3834947872	0.6165052127999999
234775	0.23466544640000003	0.7653345536
237315	0.38245555600000003	0.617544444
240076	0.40500838	0.59499162
242623	0.40667474680000004	0.5933252532
245135	0.38105645255999987	0.6189435474400001
247637	0.3404264864	0.6595735136
250207	0.41784946523999994	0.58215053476
