position	p	q
2535	0.3159289628000001	0.6840710371999998
5145	0.42968480400000003	0.5703151959999999
7682	0.35837633399999985	0.6416236660000001
10232	0.4247848780000001	0.5752151219999999
12881	0.47474955648	0.52525044352
15426	0.45021746194400003	0.549782538056
18497	0.38947418284399987	0.6105258171560002
21020	0.4432521785639999	0.5567478214360001
23818	0.4274114906	0.5725885094000001
26389	0.470437358522	0.5295626414779999
29038	0.43557412532000006	0.5644258746799999
31883	0.43475118320000017	0.5652488167999998
34427	0.44032369079999994	0.5596763092000001
37037	0.45066893844	0.54933106156
39606	0.455483256984	0.5445167430160001
42209	0.5078906059999999	0.4921093940000001
44872	0.5189322853200001	0.48106771467999987
47378	0.595783033596	0.40421696640399996
49987	0.5047948308000001	0.4952051691999999
52532	0.5149379468	0.48506205319999995
55115	0.48398331759999996	0.5160166824000001
57678	0.524734704	0.475265296
65738	0.46042359320000004	0.5395764068
68292	0.5055844092	0.49441559079999997
70829	0.4938100744	0.5061899256
73341	0.49040842639999993	0.5095915736000001
75901	0.43370956	0.56629044
78538	0.47832549859999995	0.5216745014
81111	0.49407280524	0.5059271947599999
88848	0.5135871208799999	0.4864128791200001
91599	0.4644865485199999	0.5355134514800002
94218	0.43496617919999997	0.5650338208000001
96817	0.43489508880000005	0.5651049112
99483	0.35310789148000005	0.6468921085199999
102010	0.4878310436399999	0.51216895636
104527	0.5067933544000001	0.49320664559999994
107041	0.5308595413200002	0.46914045867999976
109568	0.5414262792000001	0.4585737207999999
112070	0.8130088375599999	0.18699116244000014
114583	0.5893693842399998	0.41063061576000015
117546	0.5978127741999999	0.4021872258000001
120174	0.6152593679999999	0.3847406320000001
122677	0.6029462704000002	0.39705372959999985
125180	0.6258317543999999	0.37416824560000006
127713	0.643682027808	0.356317972192
130370	0.60075605224	0.39924394776000005
132929	0.6050415377199999	0.3949584622800001
135463	0.6406742582639998	0.3593257417360002
142986	0.6153401387999999	0.38465986120000006
146986	0.62246439	0.37753561
151417	0.6017477322399999	0.3982522677600001
155130	0.5830619483199999	0.4169380516800001
157644	0.5781663730519999	0.4218336269480001
160387	0.56483157596	0.43516842404
163034	0.5495655665439998	0.4504344334560002
165646	0.552349502592	0.447650497408
168174	0.54566503616	0.45433496384000005
170704	0.520142781324	0.47985721867599995
173210	0.4866228631600001	0.51337713684
175716	0.51799157624	0.48200842375999997
178350	0.51895695396	0.48104304604000003
180908	0.44387641285199997	0.556123587148
183409	0.4664030075240001	0.5335969924759999
185921	0.5185719128000001	0.48142808719999985
188422	0.458714463	0.541285537
190997	0.45089709547999995	0.54910290452
193567	0.557614086	0.44238591400000005
196137	0.5556163818040001	0.4443836181959999
198753	0.5720613068	0.4279386932
201276	0.5615247224000001	0.43847527759999994
203937	0.5771488951999999	0.4228511048000001
206547	0.5888964347999999	0.41110356520000013
209097	0.5404100056	0.45958999440000003
211834	0.5731560748800001	0.4268439251199999
214468	0.505013429664	0.494986570336
216973	0.6296398978	0.37036010220000004
219615	0.7630085688384	0.23699143116160004
222120	0.63390202032	0.36609797968
224647	0.6086336752	0.3913663248
227166	0.6453687235600001	0.3546312764399999
229679	0.6319188224	0.36808117760000003
232267	0.6242558132	0.3757441868
234804	0.6184531940000001	0.3815468059999999
237555	0.6160193004	0.38398069960000003
240541	0.6107185596	0.3892814404
243205	0.57681509064	0.42318490936
245740	0.5898154357200001	0.41018456427999994
248310	0.548479476732	0.45152052326799996
251098	0.5566781319128	0.4433218680872
253680	0.5548566787199999	0.4451433212800001
256181	0.5622153422399999	0.4377846577600001
258688	0.5288856458000002	0.4711143541999998
261227	0.49616388260000016	0.5038361173999999
263742	0.49591923812000005	0.50408076188
266260	0.4831196724400001	0.5168803275599999
268776	0.50746649476	0.49253350523999995
271361	0.49302760127999995	0.5069723987200001
273966	0.50074704176	0.49925295824000004
276476	0.54537634784	0.45462365216
279049	0.5032908384	0.4967091616
281593	0.53062231752	0.46937768248
334195	0.5616665091999998	0.43833349080000017
357724	0.4967453004	0.5032546996
360881	0.48433578319999987	0.5156642168000001
363385	0.3930136848	0.6069863152
365970	0.425720648	0.574279352
368497	0.3440873640000001	0.6559126359999998
371104	0.38637601532	0.61362398468
373613	0.40947511696	0.5905248830400001
376310	0.35866840920000004	0.6413315907999999
378925	0.28620569612	0.71379430388
381561	0.29610611400000003	0.7038938859999999
384147	0.2904530768	0.7095469232
386660	0.31955874847999993	0.68044125152
389181	0.3171981272	0.6828018728
391706	0.2952496695200001	0.7047503304799999
394255	0.32845196724000003	0.67154803276
396766	0.35691464932	0.6430853506800001
399334	0.36538230948	0.63461769052
401896	0.38106525867999996	0.61893474132
404501	0.3824125832	0.6175874168
407022	0.50656568788	0.49343431212
409545	0.414283071572	0.5857169284279999
412120	0.3973314928000001	0.6026685072
414695	0.3314567494400001	0.66854325056
417233	0.36232797324000005	0.63767202676
419745	0.391369854104	0.608630145896
422326	0.4550163923399998	0.5449836076600002
424869	0.34008415051999996	0.65991584948
427397	0.37012930807999994	0.6298706919200001
429905	0.36933552018960003	0.6306644798104
432512	0.36622220788400006	0.6337777921159999
435013	0.3752500409839999	0.6247499590160002
437841	0.32451111184	0.6754888881600001
440608	0.3603255071999999	0.6396744928000001
443182	0.3622879576000001	0.6377120423999999
445729	0.36525233468	0.6347476653199999
448412	0.345208724448	0.654791275552
451011	0.35476121543599987	0.6452387845640002
453512	0.36983602126000004	0.63016397874
456038	0.3797696809199999	0.62023031908
458543	0.36989455432000007	0.6301054456799999
461066	0.3772637052	0.6227362947999999
463632	0.39606726800000003	0.603932732
466154	0.4515757859999999	0.5484242140000001
468762	0.3799757843999999	0.6200242156000001
519963	0.49611625680000004	0.5038837432
522487	0.5310699087999999	0.46893009120000007
524994	0.4449605047199999	0.5550394952800001
527497	0.5170876048399999	0.48291239516000006
530012	0.5045748111999999	0.4954251888000001
532582	0.5548795592	0.4451204408
535154	0.5647457488000002	0.43525425119999983
537656	0.5762920308	0.4237079692
540316	0.5642203367999999	0.43577966320000006
543124	0.5591114516000001	0.4408885483999999
545817	0.5984115402000002	0.4015884597999998
548380	0.5558123568000001	0.4441876431999999
550978	0.5760558003999999	0.42394419960000007
553490	0.5386808916000001	0.4613191083999999
556322	0.5643601371999999	0.4356398628000001
558824	0.548229562	0.45177043800000005
561432	0.5014463151999999	0.49855368480000006
563957	0.5157920562	0.4842079438
566638	0.4858453428000001	0.5141546572
569557	0.46982951695599995	0.530170483044
572299	0.46458508908	0.5354149109199999
574888	0.40723322168	0.59276677832
577405	0.4581608377839999	0.5418391622160001
579945	0.43163800179999995	0.5683619982000001
582476	0.42040469615999987	0.5795953038400001
584988	0.44633228224	0.55366771776
587492	0.44658509796000007	0.5534149020399999
