position	p	q
3675	0.500269373	0.49973062700000004
7320	0.4928654549999999	0.5071345450000001
11070	0.51938476197	0.48061523802999995
14989	0.5354071788999999	0.4645928211000001
18594	0.447587913718	0.552412086282
22185	0.4943523342000001	0.5056476658
25774	0.4602160767366667	0.5397839232633332
29359	0.4998906805333333	0.5001093194666667
32937	0.49659863696666656	0.5034013630333334
36556	0.5070855758666667	0.4929144241333333
40308	0.5142737757986667	0.48572622420133327
44004	0.5192939422066667	0.4807060577933333
47584	0.5338306072973334	0.46616939270266655
51259	0.49489644457033344	0.5051035554296666
55025	0.5170244495470001	0.4829755504529999
58602	0.5659215521333333	0.4340784478666667
62354	0.5502927303666667	0.4497072696333333
65959	0.5824964083800002	0.41750359161999984
69537	0.5851055258999999	0.41489447410000013
73426	0.6216398676366667	0.3783601323633333
77136	0.6021888516333334	0.39781114836666664
80903	0.6081678487966667	0.39183215120333326
84493	0.7740132027510002	0.22598679724899984
88066	0.7246500787866667	0.27534992121333335
91694	0.7863821446333332	0.21361785536666678
95273	0.7740266263133332	0.2259733736866668
98956	0.7895132774660002	0.2104867225339998
102629	0.80672473122	0.19327526878
106216	0.8039893130233333	0.19601068697666668
109825	0.8502025683333333	0.1497974316666667
113488	0.8911760313333332	0.10882396866666677
117055	0.8596956014000002	0.14030439859999977
120641	0.86993036	0.13006964
124221	0.8775703673333333	0.12242963266666673
127802	0.8860584426666666	0.11394155733333344
131391	0.8867226473333335	0.1132773526666665
134955	0.9115387373333335	0.08846126266666654
138564	0.9021951619999999	0.09780483800000006
142119	0.9135436623333333	0.08645633766666672
145870	0.9445412666666668	0.05545873333333318
149702	0.9255443466666665	0.07445565333333348
153527	0.9416330266666666	0.058366973333333405
157766	0.9385911433333332	0.061408856666666845
161486	0.9486675133333333	0.05133248666666668
165137	0.9307732166666668	0.06922678333333321
168741	0.9520742233333335	0.04792577666666653
172303	0.9552585	0.04474149999999999
176168	0.9578537333333333	0.042146266666666654
179903	0.95876185	0.04123814999999997
183599	0.9613995066666665	0.038600493333333485
187176	0.95425631	0.045743690000000004
190836	0.9492867966666664	0.05071320333333362
194399	0.9602433499999997	0.03975665000000028
198056	0.9589035533333333	0.041096446666666675
201692	0.9457705399999999	0.05422946000000006
205282	0.9519783200000002	0.048021679999999844
208875	0.9232407266666668	0.07675927333333321
212448	0.9556808766666667	0.04431912333333332
216169	0.9521306666666668	0.04786933333333321
219859	0.8755955249999999	0.12440447500000007
223458	0.91703488	0.08296512
227063	0.8985245633333334	0.10147543666666659
230654	0.9061271333333335	0.0938728666666665
234257	0.8437190942666668	0.1562809057333332
237958	0.8901804616666665	0.10981953833333347
241603	0.8049730960333331	0.1950269039666669
245235	0.8672068863333335	0.13279311366666646
248847	0.7755349397433335	0.22446506025666646
252597	0.8328664060000001	0.16713359399999994
256409	0.7868626591666666	0.21313734083333336
260236	0.8597299476666668	0.14027005233333323
264087	0.8298405790000001	0.17015942099999992
268033	0.8430706723333334	0.15692932766666656
271694	0.8220835053333335	0.17791649466666648
275314	0.8491323276666665	0.15086767233333354
278963	0.8554337233333331	0.14456627666666688
282573	0.8528171233333333	0.14718287666666674
286145	0.8548494000000001	0.1451505999999999
289855	0.8407004936666664	0.15929950633333356
293444	0.8564690566666664	0.1435309433333336
298569	0.8597215833333333	0.14027841666666674
303021	0.8384946273333334	0.16150537266666665
310577	0.8454412333333331	0.1545587666666669
314185	0.8074792856666667	0.1925207143333333
317811	0.8402252193333333	0.15977478066666673
321923	0.8819850366666667	0.11801496333333328
325828	0.8410556833333335	0.15894431666666653
329453	0.8340565973333335	0.16594340266666652
333147	0.8077028513333333	0.1922971486666667
336704	0.8102185626666664	0.18978143733333364
340349	0.823364832666667	0.17663516733333295
343916	0.8264265599666667	0.1735734400333333
347489	0.8277962166666668	0.1722037833333332
351068	0.8250724473333332	0.17492755266666682
354717	0.8440579899999999	0.15594201000000008
358289	0.8335913223333334	0.16640867766666656
363310	0.8922042333333334	0.10779576666666657
367160	0.9089430333333335	0.09105696666666652
370775	0.9344097133333332	0.06559028666666677
376777	0.9116358300000003	0.08836416999999974
380944	0.9306135333333334	0.06938646666666659
384664	0.9537222666666666	0.046277733333333404
389494	0.9307532666666667	0.06924673333333331
394799	0.9475440666666667	0.052455933333333316
398530	0.9095521999999999	0.09044780000000008
402271	0.9168633333333334	0.08313666666666664
405844	0.9013479	0.09865210000000002
409523	0.9025787	0.09742130000000004
413117	0.8912916000000002	0.10870839999999982
416899	0.9274293999999998	0.07257060000000015
420728	0.8322165999999999	0.16778340000000014
424610	0.8782638666666667	0.12173613333333333
428321	0.7981032633333334	0.20189673666666663
431931	0.9185746333333334	0.08142536666666655
435595	0.8990827	0.10091729999999999
439415	0.9054196333333332	0.0945803666666668
443221	0.83029081	0.16970918999999995
447045	0.9127893666666668	0.08721063333333323
450726	0.8311289366666667	0.16887106333333335
454333	0.9604845666666666	0.039515433333333405
457924	0.8626330000000001	0.1373669999999999
461501	0.9413006333333336	0.05869936666666642
465148	0.8829424666666666	0.11705753333333335
469536	0.9260187333333334	0.0739812666666666
473263	0.9453784666666667	0.054621533333333305
476950	0.937394	0.06260600000000005
480529	0.877488	0.12251199999999995
484108	0.9356262666666666	0.0643737333333334
487938	0.9342656333333331	0.06573436666666688
491547	0.950625	0.04937499999999995
596809	0.7942980666666666	0.20570193333333342
600556	0.7581788966666667	0.2418211033333333
604184	0.7396811233333332	0.26031887666666675
607793	0.7536137996666668	0.24638620033333325
611588	0.7472169833333333	0.2527830166666667
615206	0.7321220810000001	0.2678779189999999
618822	0.7238442033333334	0.27615579666666656
622432	0.72048845	0.27951155000000005
626160	0.6975876033333334	0.30241239666666664
629989	0.6941192396666668	0.3058807603333332
633668	0.6851464866666668	0.3148535133333332
638602	0.63078613	0.36921387000000006
642178	0.6772480499999999	0.3227519500000001
645880	0.6403259935666666	0.35967400643333336
649457	0.6398151337999998	0.36018486620000023
653035	0.6174323312633334	0.3825676687366666
656614	0.5767623469233333	0.4232376530766667
660201	0.48949600629999995	0.5105039937
663811	0.48598217921333337	0.5140178207866666
667434	0.5019018589666667	0.4980981410333333
671553	0.5611533747666667	0.4388466252333333
675461	0.5332709811333335	0.4667290188666665
679073	0.5426099736333333	0.4573900263666667
682761	0.5564357865333334	0.44356421346666663
686361	0.5637993509666667	0.43620064903333333
690006	0.5631022575666668	0.43689774243333324
693591	0.56351078136	0.43648921864
697326	0.5668759881666666	0.4331240118333334
700999	0.5817821024333335	0.4182178975666665
704704	0.5947805482666666	0.4052194517333334
708194	0.5900814453433333	0.4099185546566667
712116	0.6038272704453334	0.39617272955466665
715603	0.5987251778542666	0.4012748221457334
719919	0.6030819679132667	0.39691803208673326
723487	0.5468961073799999	0.45310389262000006
726963	0.48964849700066676	0.5103515029993333
730800	0.5596753938566666	0.44032460614333335
734330	0.5297021234146666	0.4702978765853334
738046	0.4918918105836667	0.5081081894163333
741519	0.5214494679026667	0.47855053209733334
745037	0.5660405664666667	0.4339594335333333
748538	0.5762322071333333	0.42376779286666666
752381	0.55034017177	0.44965982822999995
755875	0.604347243369	0.39565275663099997
760543	0.6043117877333333	0.39568821226666673
764118	0.6143319668333334	0.38566803316666665
767619	0.6194868241666666	0.38051317583333344
771197	0.6329081909766666	0.3670918090233334
774682	0.6253144249999999	0.3746855750000001
778512	0.6702788338903666	0.3297211661096334
782302	0.5426664896950001	0.4573335103049999
786098	0.5992767305466666	0.40072326945333336
791209	0.6256622431233334	0.3743377568766666
794996	0.6313103779999999	0.3686896220000001
798469	0.6197663488333333	0.38023365116666674
801835	0.6260073144666668	0.3739926855333332
805093	0.6339228098333333	0.36607719016666673
808459	0.6421425492666665	0.3578574507333335
811880	0.6314430333	0.36855696670000004
815849	0.6401835994666666	0.3598164005333334
819178	0.5727039684833333	0.42729603151666673
822812	0.6635503371266667	0.33644966287333333
826171	0.6194699118433334	0.38053008815666656
829427	0.5750878910299999	0.4249121089700001
832686	0.5969119624733334	0.40308803752666655
835934	0.6017513888333333	0.39824861116666666
839313	0.5752154755000001	0.4247845244999999
842842	0.4660312878236669	0.5339687121763331
846356	0.5651774221666667	0.43482257783333333
902104	0.4896800011333335	0.5103199988666665
905527	0.5535066246666668	0.4464933753333332
908861	0.5319934096666666	0.46800659033333336
912201	0.5531120566666666	0.44688794333333337
915794	0.5425130589999999	0.4574869410000001
919134	0.5371740824666666	0.46282591753333335
922588	0.5233852163666667	0.4766147836333333
926040	0.5311818043333334	0.4688181956666666
929512	0.5062949660333333	0.49370503396666665
932895	0.5223957978333332	0.47760420216666677
936270	0.5117743647666667	0.4882256352333333
939768	0.5173845756333334	0.4826154243666666
943103	0.521442014153	0.47855798584700004
946820	0.5305754311593333	0.46942456884066674
950304	0.5285429476810667	0.4714570523189333
953808	0.51302463034	0.48697536966
957147	0.5088313244466667	0.4911686755533333
960492	0.5168241545	0.48317584550000003
963852	0.5114339708	0.48856602920000003
967294	0.50427883224	0.49572116775999997
979401	0.5354489351666666	0.4645510648333334
982792	0.5352339100333334	0.4647660899666666
986167	0.5378888716566668	0.46211112834333323
989594	0.5280787585333333	0.4719212414666667
992950	0.5566411950416668	0.44335880495833324
996285	0.54248883245	0.45751116755
999670	0.5425966373333334	0.4574033626666666
1003443	0.5486642438650332	0.4513357561349668
1007211	0.5479706021666667	0.4520293978333333
1010992	0.5513770899666668	0.4486229100333332
