position	p	q
2885	0.5261770266666667	0.47382297333333334
5429	0.5456173559999998	0.45438264400000017
7954	0.5928288533333333	0.40717114666666665
10470	0.55541598	0.44458401999999997
13020	0.5710904199999999	0.4289095800000001
15605	0.5580704796666668	0.4419295203333332
22178	0.45962542199999995	0.540374578
24917	0.67846804	0.32153195999999995
27674	0.5165718943333333	0.4834281056666667
30186	0.5367505400000001	0.4632494599999999
32937	0.5552003333333334	0.4447996666666666
35484	0.54019893	0.45980107000000003
37989	0.5305443566666666	0.46945564333333345
40530	0.5223675953333333	0.4776324046666667
43116	0.5058411676666666	0.49415883233333335
45671	0.5154118873333335	0.48458811266666646
48499	0.5032282750000001	0.4967717249999999
51489	0.5000893431766668	0.49991065682333324
54361	0.5064565631	0.4935434369
56991	0.5095729006666666	0.4904270993333334
59512	0.5357202113333331	0.46427978866666686
62268	0.5505003716666667	0.44949962833333335
65168	0.5681304566666666	0.4318695433333334
67867	0.5656504233333333	0.43434957666666674
70400	0.5699511066666666	0.4300488933333334
73046	0.5693099783333334	0.4306900216666666
75560	0.58406369	0.41593631
78480	0.5621922916666667	0.43780770833333327
80990	0.5665741706666668	0.4334258293333332
87751	0.58959768	0.41040232
92154	0.5680287350666666	0.4319712649333334
96999	0.6185551040000001	0.38144489599999987
100489	0.6265484282833333	0.37345157171666665
107025	0.6941444333333333	0.3058555666666667
109546	0.5647369466666666	0.43526305333333337
112066	0.5710579646666667	0.4289420353333333
114603	0.48414903544999993	0.51585096455
117377	0.4921106844366666	0.5078893155633334
119940	0.45589955804333326	0.5441004419566667
122835	0.4890036861333334	0.5109963138666667
179662	0.4924291199999999	0.5075708800000001
182184	0.43314717733333336	0.5668528226666667
185619	0.4851583766666668	0.5148416233333333
188138	0.435385453	0.564614547
190959	0.48234214	0.51765786
194407	0.4578533106666667	0.5421466893333333
197043	0.50253736	0.49746263999999996
201391	0.49193468999999995	0.5080653100000001
204467	0.5253948366666666	0.47460516333333336
207420	0.5376882500000001	0.4623117499999999
209983	0.53477859	0.46522140999999995
212537	0.5415046133333334	0.45849538666666656
215122	0.5292703933333334	0.47072960666666663
218625	0.5177000266666665	0.4822999733333335
221285	0.430217958	0.5697820419999999
223849	0.49220364666666666	0.5077963533333334
226362	0.5142334213333334	0.4857665786666666
